Gaia source IDs,True distance [pc],True RA [deg],True Dec [deg],Stellar mass [M_\odot],G-band mag,True planet mass [M_J],True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg]
5870001523729532544,167.495,203.56126002461755,-59.20290746291574,0.587,14.074,12.791,772.762,81.977,0.007,68.547,69.147,86.482,11.946,763.56,80.525,0.164,336.799,72.134,658.812,166.815,167.187,167.556,752.28,763.022,774.114,11.264,12.072,12.91,0.056,0.156,0.28,76.398,80.275,84.196
1320306108234760320,113.167,241.7546842031012,30.02250823170113,0.342,15.423,10.346,422.955,130.207,0.344,345.363,170.119,16.17,9.425,413.024,136.813,0.276,357.742,165.363,20.022,112.842,113.167,113.489,409.303,415.534,422.759,8.635,10.063,12.274,0.162,0.376,0.654,121.951,132.466,144.196
6584207649571451392,214.21,320.35263982096455,-36.34282724205679,0.691,13.896,8.725,1447.092,129.024,0.009,335.085,10.37,78.713,9.602,1349.42,123.371,0.498,134.777,1.258,669.5,213.161,213.892,214.624,1296.734,1355.506,1438.136,8.76,10.281,13.973,0.213,0.499,0.87,108.8,120.222,133.598
6055649732700746112,221.09,193.0777463777735,-60.600768930276445,0.773,13.26,8.232,920.959,108.19,0.051,55.281,311.944,95.183,8.895,961.916,111.807,0.038,259.681,117.448,204.638,220.998,221.474,221.936,931.399,960.499,989.819,8.285,9.218,10.214,0.052,0.176,0.378,102.377,110.896,120.539
5820077545371162496,99.505,232.82370407863203,-69.83702775007981,1.295,8.296,9.832,1555.183,151.846,0.118,268.318,15.098,183.366,11.575,1645.609,140.997,0.173,279.204,35.485,128.653,99.421,99.559,99.697,1584.995,1700.044,1963.328,11.024,12.001,13.316,0.09,0.209,0.361,128.781,136.943,145.167
2930822911852945792,300.49,107.93905736380545,-19.810467540340856,0.713,14.127,10.207,969.067,133.364,0.405,241.607,55.756,64.1,10.169,966.484,153.989,0.534,197.359,23.463,41.279,299.39,300.444,301.538,943.583,977.627,1014.713,10.381,13.25,34.167,0.323,0.693,0.973,109.829,126.752,141.356
5318083859446806272,141.178,129.86273028354793,-53.870683814322895,0.651,13.163,9.092,1240.094,144.829,0.449,197.581,311.986,70.629,9.385,1328.714,153.527,0.595,1.823,132.171,25.863,140.883,141.07,141.259,1295.422,1364.06,1467.577,9.34,11.256,22.108,0.583,0.764,0.948,119.192,141.033,153.025
5306351181351042944,48.904,144.7691491370528,-56.30413263081725,0.378,13.245,7.318,1668.384,72.203,0.356,196.617,6.509,209.367,7.586,1634.086,73.704,0.357,203.863,6.687,236.581,48.877,48.898,48.92,1604.68,1642.255,1685.786,7.433,7.577,7.726,0.323,0.359,0.395,72.559,73.682,74.777
6513042889038109440,182.994,345.03456717343755,-50.768986605338014,0.798,12.323,11.832,875.509,90.042,0.222,312.328,149.91,39.168,11.61,897.62,91.979,0.426,289.543,153.96,887.91,182.881,183.204,183.531,881.356,898.252,914.95,10.421,11.514,12.772,0.277,0.417,0.549,88.055,92.311,96.874
6747811475093791104,87.057,296.30969017061807,-33.159209603653636,0.462,13.73,12.831,1586.345,124.554,0.056,5.726,35.462,193.106,12.656,1616.479,123.472,0.108,348.518,34.531,126.713,87.129,87.246,87.366,1577.965,1615.897,1668.983,12.254,12.668,13.089,0.052,0.109,0.171,121.181,123.419,125.752
5392577150916440064,194.136,160.1185745652696,-41.14966173512812,0.756,12.983,6.747,739.186,67.43,0.003,151.116,266.448,19.062,7.53,753.536,69.454,0.17,90.109,95.743,288.674,193.745,194.258,194.746,729.595,751.439,775.199,6.838,7.955,9.625,0.079,0.261,0.622,59.896,70.533,79.936
6022718706602134656,217.307,244.00343171207788,-35.05417201488312,0.745,13.319,9.327,1077.676,59.255,0.141,300.396,145.697,77.562,9.828,1108.29,49.832,0.175,277.116,145.416,6.694,217.833,218.513,219.184,1079.657,1120.563,1171.472,8.831,10.412,12.971,0.065,0.236,0.631,42.12,55.036,67.259
6373819260693113088,204.368,302.71423598458426,-72.93359361465961,0.665,14.241,8.965,873.03,44.898,0.254,164.471,356.221,26.806,10.706,854.395,53.847,0.186,6.726,176.888,85.255,203.29,203.772,204.257,834.736,854.836,877.014,9.839,11.08,12.437,0.07,0.214,0.412,46.476,55.577,62.974
1572445874198051328,109.417,185.8586752508769,53.96169678933492,0.513,14.213,10.388,661.434,87.652,0.302,40.719,148.384,3.238,10.306,657.584,84.313,0.274,19.938,146.721,628.422,109.437,109.576,109.714,650.676,657.181,663.698,9.765,10.352,10.955,0.153,0.267,0.383,80.752,84.469,88.158
6681783946417478784,152.717,310.564254473827,-38.98235645997333,0.612,13.662,8.27,768.677,124.803,0.279,337.47,338.24,22.401,8.854,806.54,113.758,0.485,155.969,143.364,44.815,151.967,152.339,152.705,793.167,807.652,826.599,8.364,10.602,22.42,0.343,0.765,0.975,101.857,111.406,123.26
5508706091572883712,341.202,108.23742023726086,-47.977832134204284,0.873,12.529,11.897,1119.778,49.142,0.407,335.528,186.05,129.917,10.868,1131.522,44.016,0.061,347.677,13.694,764.493,339.658,340.593,341.598,1094.476,1154.376,1278.843,10.538,13.235,28.324,0.106,0.419,0.936,42.043,56.825,74.967
4635625998633494912,231.144,1.557312219169383,-78.65398870177022,1.151,10.211,11.254,838.686,77.399,0.148,171.147,206.509,119.018,12.961,843.238,81.283,0.445,334.481,42.208,91.232,231.73,232.173,232.628,819.067,852.216,879.644,12.268,17.012,82.435,0.248,0.875,0.999,72.049,82.332,89.537
6557853347989543936,139.801,331.490270780094,-52.02777173518402,0.76,12.242,8.588,797.881,56.868,0.025,337.639,116.277,14.03,8.862,770.781,47.449,0.247,173.906,122.954,454.502,139.662,139.959,140.249,754.87,770.202,785.431,8.453,9.381,10.973,0.136,0.326,0.578,41.836,50.124,57.511
3175193288128400768,46.826,65.4322879086024,-16.000920048778102,0.539,11.714,0.951,625.806,31.17,0.18,310.805,352.108,22.003,1.843,606.91,56.819,0.678,300.866,152.849,278.736,46.801,46.83,46.86,595.826,613.814,634.418,1.621,3.972,21.032,0.363,0.95,0.998,54.664,75.278,86.744
4866044706231559808,86.902,68.02598753261198,-36.467901719899984,0.824,10.687,10.852,1278.313,110.44,0.234,127.64,42.793,101.477,10.592,1282.866,112.689,0.297,152.696,45.774,184.932,86.885,86.964,87.038,1260.676,1297.118,1352.462,10.213,10.69,11.196,0.231,0.311,0.393,109.13,111.998,114.985
2292604378116043648,89.65,285.83217308695566,77.29650291240286,0.317,15.185,8.716,693.244,64.209,0.529,123.641,329.536,8.268,7.918,700.456,58.217,0.547,302.57,154.432,8.235,89.753,89.876,89.996,688.471,697.996,707.817,7.305,8.692,13.262,0.498,0.684,0.911,48.889,57.827,66.086
1935443522076854016,213.004,342.76435120390727,43.8452746813487,0.765,13.002,8.919,1657.179,150.588,0.005,352.935,185.659,103.928,9.17,1563.345,140.755,0.254,6.652,18.008,876.105,213.047,213.467,213.884,1595.916,1772.81,2194.378,8.859,9.591,11.138,0.043,0.134,0.272,131.048,140.185,150.081
357663057979246464,243.86,29.78131694185066,49.69662234890443,0.71,14.142,9.003,1488.855,53.192,0.342,145.724,320.09,224.404,10.966,1198.761,55.82,0.081,266.016,144.731,1192.054,243.156,243.998,244.816,1141.442,1195.886,1264.31,10.275,11.958,16.509,0.059,0.235,0.658,48.126,59.735,70.402
2801087961469991168,158.742,4.8153192728948175,23.72215555240898,0.504,14.66,7.213,972.41,124.3,0.156,253.129,221.79,86.355,5.959,1004.717,149.195,0.364,169.376,31.153,364.141,157.826,158.384,158.947,952.697,1017.495,1092.341,5.931,7.525,16.941,0.149,0.493,0.948,109.302,126.368,141.422
2128488244601616384,120.454,292.9786730244965,47.65353112691178,0.849,10.627,11.326,840.532,73.583,0.002,221.609,148.248,133.492,11.62,866.012,75.572,0.124,348.349,154.107,457.858,120.399,120.517,120.635,851.327,865.604,879.75,10.93,11.654,12.405,0.037,0.12,0.234,71.879,75.502,79.09
1839480346229286144,150.044,314.57834273200615,23.18183532057149,0.721,12.713,3.898,842.31,28.153,0.048,77.202,133.47,2.367,8.054,815.728,77.743,0.756,38.144,163.359,806.811,149.747,150.048,150.35,794.814,820.518,857.221,6.477,15.264,109.661,0.6,0.983,1.0,66.901,82.908,89.455
2455800972015757696,73.704,18.628461107573482,-14.638589288454815,0.751,10.582,11.317,1795.257,85.235,0.118,226.969,81.443,229.751,11.891,1593.719,82.879,0.137,299.196,76.353,513.761,73.695,73.781,73.864,1576.45,1646.331,1743.71,11.174,11.701,12.262,0.04,0.117,0.206,79.675,82.276,84.734
4555820008724613120,244.721,264.4075437063275,20.942113647394745,0.838,12.826,4.791,1654.674,43.997,0.05,31.954,335.304,17.037,6.307,1300.84,52.841,0.436,293.451,150.776,278.99,243.935,244.482,245.046,1263.742,1332.572,1457.997,5.186,6.693,12.178,0.181,0.501,0.902,46.168,59.053,72.113
3552780630672100992,132.879,166.00635707235008,-19.311080289122753,0.649,13.543,11.045,920.39,18.059,0.107,345.344,149.814,70.648,10.994,914.554,30.36,0.128,355.664,118.771,21.393,132.454,132.701,132.953,899.926,915.54,930.841,10.589,11.358,12.191,0.044,0.129,0.237,25.874,35.1,42.748
779336285604468096,110.793,160.77447655977426,39.987751818216545,0.54,14.176,6.017,644.266,123.219,0.061,86.294,200.489,96.188,6.447,644.991,118.702,0.435,27.535,8.631,311.6,110.741,110.932,111.115,632.269,648.445,668.517,5.807,7.25,19.319,0.185,0.546,0.965,100.548,113.105,126.226
509382163541233536,241.191,23.4025802028757,59.55289283153974,1.16,11.074,11.183,665.434,15.492,0.277,265.337,162.578,18.714,12.321,668.545,30.833,0.281,64.9,54.045,101.877,240.198,240.745,241.295,658.182,670.177,682.64,11.823,13.339,15.522,0.101,0.286,0.565,29.45,41.548,52.903
5357765959955793536,144.375,158.5314811591187,-51.41388564136534,0.626,13.422,6.451,1499.979,55.554,0.242,176.135,220.946,118.689,6.646,1467.148,49.321,0.188,347.636,40.705,59.449,144.171,144.358,144.54,1415.658,1483.502,1593.265,6.126,6.654,7.219,0.069,0.216,0.38,41.543,49.186,55.608
4884766674833342208,41.458,66.50255201775391,-30.67702052877326,0.449,12.232,11.737,659.031,77.678,0.068,180.685,264.625,30.872,11.695,655.492,78.956,0.128,3.36,85.262,34.883,41.441,41.462,41.482,653.221,655.433,657.609,11.496,11.7,11.904,0.088,0.124,0.161,77.704,78.905,80.084
634579184601561984,214.061,143.52640834984336,20.563044250571412,0.913,11.962,11.267,1417.28,153.157,0.317,189.91,90.277,142.852,10.317,1334.491,152.856,0.291,275.127,149.196,217.837,212.803,213.465,214.125,1294.974,1389.004,1532.634,10.051,11.596,15.488,0.165,0.395,0.709,126.226,138.315,150.276
465192378897736576,126.52,39.807493863646684,60.358374526771605,0.521,14.026,10.055,453.393,137.59,0.001,55.658,224.134,53.516,10.224,449.723,148.735,0.091,277.982,90.925,53.092,126.228,126.418,126.61,445.911,449.787,453.614,9.736,10.457,11.23,0.035,0.111,0.211,137.353,145.351,154.572
5696496630287141504,302.379,126.46833171448387,-24.45284150034549,0.853,13.165,7.257,1440.616,34.687,0.11,266.289,16.887,116.249,9.25,1407.351,33.939,0.033,95.553,66.676,1068.38,300.754,301.795,302.861,1379.225,1456.718,1692.508,8.514,10.012,12.484,0.085,0.284,0.715,32.22,44.642,56.134
397433325563992064,107.613,21.680417976718708,46.28841213878722,0.626,12.782,10.111,1289.514,135.35,0.024,279.458,344.118,161.782,10.702,1298.352,129.101,0.199,247.111,168.239,684.437,107.56,107.706,107.853,1277.394,1296.203,1315.154,10.21,10.666,11.161,0.082,0.168,0.256,125.546,129.475,133.9
4871558104210150656,171.464,67.84273688326704,-33.10494800852218,1.141,10.102,10.278,1221.917,82.508,0.283,128.477,261.097,42.943,9.466,1193.683,79.591,0.137,15.318,71.704,275.514,171.074,171.32,171.561,1162.117,1217.277,1338.265,8.801,9.651,10.581,0.064,0.208,0.434,74.826,80.798,86.464
2230070788160128512,81.852,342.420662158209,72.40846829407113,0.434,13.846,7.569,905.163,50.289,0.432,218.082,201.385,22.112,7.758,906.737,47.936,0.412,27.671,26.877,3.222,81.711,81.772,81.833,902.003,910.768,919.567,7.471,7.845,8.237,0.346,0.416,0.484,44.774,48.903,52.637
2200039689628416128,195.506,335.6376961037688,57.942962716853465,0.993,10.979,6.457,1073.999,59.521,0.432,79.159,18.534,165.604,9.861,1023.357,70.793,0.581,33.603,18.775,37.799,195.513,195.889,196.269,982.902,1021.314,1058.655,9.203,15.392,57.958,0.445,0.907,0.996,64.798,77.606,86.609
427426422226464896,312.753,13.617502515496552,61.402715466617444,0.797,13.688,9.812,1209.596,41.888,0.293,218.872,229.563,167.753,8.824,1264.366,30.849,0.537,229.216,32.737,797.792,311.67,312.563,313.468,1232.038,1291.399,1462.477,8.354,10.513,26.673,0.235,0.618,0.966,35.594,50.921,71.024
2791015713405096320,37.332,18.807500766263477,22.679421500861864,0.27,13.803,7.865,905.712,120.831,0.4,40.351,334.198,119.993,7.928,902.281,118.813,0.4,218.24,153.134,113.895,37.303,37.321,37.339,898.765,902.425,906.089,7.776,7.931,8.095,0.373,0.4,0.428,117.292,118.782,120.296
1821802737582456960,145.232,300.4037676419405,17.72087607300861,0.839,11.681,6.638,1424.305,25.356,0.008,141.657,324.225,135.852,7.56,1338.451,32.464,0.423,235.486,24.525,691.473,144.558,144.795,145.027,1314.275,1344.617,1380.748,7.008,7.696,8.518,0.176,0.353,0.539,27.484,37.548,45.675
836272051412413568,113.426,163.35698615283198,50.73090944205673,0.746,11.898,3.943,817.237,57.369,0.144,250.253,94.119,64.422,5.616,859.839,66.536,0.497,18.101,82.77,362.888,113.152,113.288,113.427,848.386,870.982,893.073,5.939,11.986,48.442,0.596,0.97,0.998,58.008,70.621,82.93
4826836568262301312,73.436,76.98128724950999,-33.28754558259767,0.503,12.999,6.405,322.007,147.2,0.159,9.994,333.671,12.99,7.775,322.729,148.297,0.203,114.724,14.445,71.715,73.438,73.483,73.529,321.006,322.46,323.847,7.381,7.892,8.438,0.066,0.161,0.278,137.579,144.739,153.517
4966732174307663360,27.269,34.49069476431599,-35.60415805145208,0.395,11.816,4.045,2349.011,52.551,0.469,307.841,84.527,137.323,4.103,2443.654,52.682,0.482,307.106,84.966,142.478,27.258,27.265,27.272,2324.772,2560.674,2905.882,4.019,4.175,4.365,0.458,0.498,0.542,51.26,53.788,56.328
5258332931578923008,335.641,150.44154812159059,-58.76284021820929,0.82,13.775,12.598,1088.915,132.629,0.068,270.649,89.499,127.62,11.653,1102.334,117.044,0.238,309.729,94.271,201.415,335.439,336.494,337.573,1054.426,1103.004,1159.3,10.49,12.938,19.702,0.107,0.397,0.897,103.266,113.805,126.611
1936644326213032832,154.028,348.81162119913284,42.74489471344794,0.547,14.229,10.695,1184.776,73.082,0.73,225.827,350.448,89.71,12.934,1136.083,75.968,0.805,58.037,170.616,90.291,153.482,153.789,154.091,1113.704,1145.642,1190.159,11.044,25.223,84.427,0.74,0.966,0.997,74.647,81.505,86.844
6600980626437603968,132.167,338.18002334828367,-32.59923895087102,0.819,12.021,5.084,1480.934,110.874,0.092,264.332,251.373,20.901,5.482,1215.673,131.304,0.463,231.767,77.97,550.308,131.895,132.135,132.379,1179.688,1252.512,1425.225,4.9,6.068,10.86,0.105,0.406,0.915,110.147,121.566,133.292
4627540842957472768,147.05,64.41967809160884,-77.48355457433485,0.991,10.2,10.605,1268.449,43.978,0.154,76.63,281.666,89.673,9.65,1452.998,51.112,0.276,165.369,103.154,1188.238,146.643,146.853,147.075,1404.761,1488.301,1648.269,8.692,9.759,10.962,0.146,0.334,0.557,41.908,51.273,59.063
4760991313703218688,70.184,79.02935102177688,-60.93402359558409,0.732,11.239,9.656,1116.212,152.133,0.303,336.154,278.354,79.55,9.546,1115.25,157.531,0.365,179.174,117.702,91.631,70.225,70.263,70.303,1104.246,1115.587,1127.264,9.306,9.64,9.98,0.309,0.363,0.418,149.606,155.088,161.832
1505720533597511168,118.369,210.6073681278433,45.203020561224996,0.654,13.234,9.554,1196.046,48.907,0.154,19.253,334.821,1.423,9.914,1192.174,49.066,0.344,211.211,153.215,37.707,118.267,118.389,118.512,1178.392,1193.73,1209.482,9.401,9.958,10.569,0.265,0.351,0.434,45.211,49.454,53.292
2883412382773102080,33.739,91.21492239790278,-37.69175288568521,0.326,12.969,6.902,1658.813,35.496,0.248,342.963,335.924,195.26,6.861,1627.655,33.348,0.221,179.799,150.433,245.217,33.742,33.754,33.765,1610.056,1629.805,1652.094,6.778,6.868,6.958,0.203,0.222,0.242,31.869,33.513,35.083
6341503273923118848,32.208,322.025854885516,-88.13623279045206,0.609,10.306,2.138,340.991,95.224,0.011,216.161,166.205,12.327,4.807,345.749,90.071,0.919,87.843,163.81,222.216,32.197,32.212,32.226,340.417,345.281,349.92,2.17,4.737,20.452,0.45,0.93,0.997,84.917,90.069,94.97
5586383392617560448,30.464,112.76757443118217,-37.23053072777598,0.471,11.365,2.839,1421.202,49.653,0.404,9.87,92.146,150.813,2.794,1406.732,52.547,0.35,16.476,88.314,164.464,30.456,30.465,30.474,1383.401,1411.416,1443.942,2.686,2.796,2.905,0.291,0.355,0.42,49.227,52.597,55.753
3603620089834825472,83.026,204.92285296322532,-17.181097624960717,0.552,12.845,4.347,1776.222,48.835,0.035,284.988,295.238,206.083,3.817,1633.412,36.868,0.317,160.411,156.982,628.756,82.934,83.017,83.103,1608.008,1673.714,1799.466,3.505,3.831,4.19,0.137,0.273,0.406,28.392,38.31,47.495
1587869754592585344,199.623,227.70803177118773,46.84857019731277,1.211,9.691,9.788,1177.634,100.629,0.155,36.505,342.282,34.026,10.777,1146.765,104.166,0.168,104.905,140.34,870.976,199.642,200.021,200.411,1099.875,1149.317,1198.366,9.63,11.186,13.777,0.083,0.273,0.633,96.465,103.871,112.447
1417360755532447104,303.404,267.9186679307716,54.86178790401658,0.715,14.141,11.642,1214.737,110.536,0.242,226.117,114.358,112.608,12.71,1224.047,114.329,0.384,307.072,123.81,352.199,302.287,303.206,304.201,1167.475,1219.38,1271.079,11.121,13.552,18.97,0.153,0.447,0.867,104.916,113.295,123.358
4680321936576102272,62.88,59.804822769338855,-59.66779748556407,0.467,12.973,6.768,1872.867,152.369,0.363,100.734,12.912,246.113,6.916,1749.758,145.359,0.385,265.298,167.404,282.3,62.819,62.857,62.894,1710.762,1778.316,1869.788,6.65,6.93,7.215,0.349,0.397,0.45,141.132,145.325,150.26
4794830231453653888,39.046,89.95658599404547,-48.239400836115664,0.894,8.408,12.317,1113.126,69.698,0.025,314.659,239.638,82.606,12.447,1113.965,70.151,0.077,148.4,59.414,126.444,39.037,39.05,39.062,1107.986,1114.885,1121.68,12.205,12.437,12.669,0.04,0.072,0.105,69.04,70.161,71.309
4280428522465408640,85.982,280.9364489932059,3.4182140049110967,0.668,12.22,5.116,1522.801,152.911,0.083,167.099,142.008,133.297,5.687,1550.917,154.896,0.211,163.363,113.914,224.4,85.933,86.047,86.165,1487.035,1564.505,1674.0,5.553,5.947,6.441,0.123,0.235,0.346,138.626,146.662,155.912
6266746584997508864,84.877,233.18140350705886,-12.324644733253379,0.736,11.595,6.074,1052.565,49.497,0.257,260.554,258.934,156.508,6.813,1016.373,54.233,0.361,41.83,76.118,34.768,84.804,84.92,85.037,998.154,1022.372,1047.248,6.275,7.212,8.583,0.212,0.402,0.624,47.611,58.158,66.983
2197305616530752640,127.109,314.7803202287838,64.44155511190004,1.054,10.396,9.628,875.256,45.589,0.332,160.718,140.84,59.661,11.269,882.209,51.438,0.194,149.173,147.022,47.806,126.827,126.951,127.08,868.463,882.116,896.069,10.453,11.347,12.245,0.086,0.197,0.321,45.502,52.088,57.76
5999269417805598848,54.599,231.63052693401184,-45.65305264598447,0.449,12.829,7.045,934.66,156.636,0.146,142.782,318.308,86.472,7.418,910.371,153.898,0.169,263.398,104.706,15.638,54.514,54.556,54.6,905.628,913.052,920.588,7.079,7.426,7.807,0.08,0.148,0.218,146.404,152.272,159.358
4266201361752493824,139.194,283.19729366242876,-0.20697493292438282,0.792,11.717,7.32,1246.463,76.158,0.336,70.279,175.199,179.14,6.965,1273.188,80.339,0.394,64.275,176.388,172.322,138.802,139.047,139.298,1236.746,1281.686,1337.865,6.607,7.38,9.047,0.278,0.481,0.731,74.217,81.081,87.424
5493725035187198976,98.463,113.18485605541167,-50.725594319819145,0.656,12.337,10.426,1643.699,136.245,0.08,351.341,254.733,78.569,10.975,1665.459,135.746,0.149,163.0,70.587,58.803,98.455,98.529,98.606,1606.28,1667.056,1751.621,10.697,11.022,11.352,0.09,0.149,0.215,132.281,135.458,138.857
3663994857431123456,70.247,207.43342870877433,1.1837792114930832,0.441,13.444,4.41,857.986,126.136,0.047,133.447,290.231,13.245,4.371,876.809,126.962,0.278,25.183,123.797,154.232,70.09,70.17,70.244,859.273,878.113,896.683,4.05,4.594,5.312,0.129,0.322,0.581,118.408,125.063,133.829
5050732801085947264,119.016,42.07471529565796,-33.40162027761677,0.643,12.857,7.78,1537.657,52.815,0.294,2.988,120.422,78.996,8.249,1450.042,54.243,0.236,36.136,118.197,193.702,118.977,119.119,119.26,1425.258,1458.66,1498.35,7.726,8.216,8.725,0.151,0.244,0.336,50.344,54.206,57.666
6689695237520243072,48.374,295.9339869043759,-40.652338647673226,0.096,17.582,3.568,1277.401,43.831,0.103,74.676,213.136,192.892,4.722,1252.57,60.011,0.156,239.764,45.097,209.622,47.912,48.135,48.35,1220.696,1260.04,1306.257,4.347,5.138,7.526,0.084,0.295,0.801,52.323,61.162,68.544
2979194169266523520,135.366,73.39981177414568,-18.753887785112735,0.404,15.214,12.158,1278.218,123.191,0.033,170.446,353.707,104.528,12.29,1313.434,116.557,0.107,119.131,173.293,568.523,134.857,135.24,135.637,1287.322,1317.895,1350.926,11.657,12.417,13.187,0.035,0.107,0.201,112.409,116.451,120.83
1206566646863206272,165.345,242.30596625203486,23.062410361671162,0.511,14.693,3.718,1035.656,29.081,0.172,96.746,35.907,161.882,5.313,1031.107,40.766,0.527,230.357,6.494,472.235,165.222,165.685,166.171,974.073,1013.076,1057.999,5.148,7.045,18.715,0.169,0.622,0.972,41.412,55.184,71.711
