Binary source ID,True distance [pc],True RA [deg],True Dec [deg],Primary stellar mass [M_\odot],Secondary stellar mass [M_\odot],Apparent stellar mass [M_\odot],Primary G-band mag,Secondary G-band mag,Apparent G-band mag,True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg],\Delta \chi^2
606,25.3693,52.618343358107815,-0.391553257484132,0.16379,0.15973,0.23151,14.80719,14.86857,14.08487,1742.77529,111.08286,0.71868,210.65756,251.28403,239.72516,3.11778,1617.66212,102.86483,0.39722,45.51718,62.57964,321.79499,25.38501,25.3944,25.40386,1595.7689,1623.01547,1655.28682,3.00674,3.10717,3.21468,0.35068,0.39775,0.44459,101.75507,102.94984,104.14265,2196.28136
607,49.57391,265.46399232463295,54.41295314161585,0.46146,0.45259,0.60735,12.48472,12.56381,11.77097,327.2789,72.63021,0.32286,55.08321,197.22448,44.81954,9.97319,329.31509,73.35763,0.33882,264.96534,18.93114,73.31977,49.54988,49.57592,49.60136,328.23493,329.45647,330.75377,9.17595,9.80228,10.52739,0.1835,0.29578,0.40898,69.88236,73.37926,76.64321,452.35517
608,111.94735,346.1539294311481,15.349784293401948,0.4917,0.48765,0.64346,13.9246,13.95981,13.18949,958.48119,99.94856,0.04388,126.00789,274.4544,19.90914,4.30822,971.45745,87.3452,0.17932,26.38221,112.68007,185.46419,111.65011,111.80837,111.95784,934.36624,963.94155,994.85491,4.23266,7.68173,40.14417,0.24367,0.94022,0.99939,79.60205,89.21521,97.16466,52.8385
609,80.23387,270.7750328393335,26.68162287108615,0.23984,0.22107,0.33595,15.91638,16.14091,15.27028,132.40194,163.65688,0.78131,159.33522,180.29105,14.67219,12.2208,132.93762,136.45875,0.6616,122.05657,160.1698,11.32732,80.21453,80.33944,80.4631,132.35671,132.94691,133.46824,13.98578,39.79217,191.96639,0.73443,0.9729,0.99829,94.26338,105.96102,128.07529,64.73404
610,132.43166,245.87229482625125,-19.32802793529452,0.49848,0.48697,0.54622,14.46544,14.56488,13.76145,978.74671,19.35952,0.23541,277.92793,219.68243,101.3736,12.67771,958.43587,26.34517,0.28175,78.54492,57.49829,90.00675,132.11947,132.39194,132.66976,946.36457,959.92979,973.34841,12.16889,12.97613,13.91661,0.18093,0.27789,0.37385,22.43102,30.99635,38.63231,468.09933
611,116.77863,297.12798020641156,41.0846698458933,0.35048,0.34267,0.48956,15.24175,15.29805,14.51696,1743.20266,155.3541,0.62673,256.69313,82.17777,0.67232,5.20037,1375.1713,139.69036,0.54948,155.72173,9.22144,1292.59062,116.68315,116.84952,117.02097,1336.73788,1493.25303,1867.95039,5.2899,8.16808,25.5304,0.60422,0.9037,0.99041,102.47802,122.78259,140.30267,146.05611
612,69.49762,354.5917227031908,10.88802554350842,0.17926,0.1695,0.25864,15.44821,15.60808,14.77263,275.98444,85.7308,0.23596,79.63686,357.08049,8.1973,7.67512,275.82329,85.07232,0.3695,258.50439,177.15664,7.64049,69.34422,69.45255,69.55577,273.36502,275.5466,277.83227,7.11454,8.14739,11.0232,0.1615,0.39896,0.72575,77.94603,85.06121,91.82859,163.99339
613,93.74188,286.7091714556179,11.07093584867369,0.33212,0.32463,0.39043,15.73476,15.83685,15.03203,451.17071,45.3039,0.71572,169.72989,284.05112,30.45156,11.06576,451.59116,39.24298,0.85953,346.13491,98.80283,18.67319,93.29882,93.50103,93.69289,447.00727,451.2107,455.11721,11.74503,33.23598,188.62917,0.84979,0.9898,0.99952,47.93704,70.45062,85.5796,93.17349
614,237.12888,46.36603574599696,-28.65130395405528,0.6518,0.64713,0.70295,14.75504,14.80255,14.02596,824.05666,17.20896,0.2691,46.09354,40.73159,30.48178,9.58607,799.04066,20.76256,0.12697,325.00465,56.65952,709.73796,236.62351,237.37363,238.11615,780.7196,800.6171,823.2044,9.48579,10.68742,12.21958,0.06366,0.20024,0.41923,27.69832,38.96359,49.83713,123.08573
615,41.58424,339.56537797830845,53.61547088410413,0.33764,0.31847,0.45711,13.1338,13.28788,12.45553,105.98299,126.8654,0.18914,81.26496,313.99583,2.37039,11.55926,105.94818,123.66041,0.08126,185.3914,131.33039,87.16955,41.58858,41.60557,41.62233,105.80438,105.94984,106.0922,10.92221,11.6131,12.31885,0.02804,0.09541,0.19734,119.83357,123.6358,127.816,554.19422
616,140.64776,183.52420661540268,56.2122174583479,0.4216,0.4021,0.54495,14.91145,15.07324,14.23676,1586.92489,121.56094,0.83228,104.46607,220.28409,165.12475,12.51084,1710.41744,128.01991,0.72071,284.22412,40.78189,162.89529,140.44556,140.68645,140.92947,1639.07405,1795.37858,2047.11963,11.41612,13.39102,17.16715,0.66028,0.765,0.86593,116.82358,123.7613,130.54895,542.19098
617,47.98058,200.4984394422505,-39.112026302446104,0.36959,0.35797,0.43408,13.81391,13.94322,13.12406,975.69437,117.4822,0.30502,282.53544,56.74282,40.18452,12.47816,974.91648,117.77313,0.30945,277.84091,58.03269,22.92122,47.96472,47.99319,48.02156,971.0812,974.91255,978.85586,12.26559,12.4842,12.70992,0.28245,0.31066,0.33932,116.44688,117.78756,119.12381,8044.50748
618,222.20312,293.76932701095666,-28.34835851185965,0.76347,0.75482,0.83054,13.30201,13.37833,12.58693,1181.57757,134.51372,0.44511,103.02735,54.01578,105.58641,11.56943,1197.52549,147.84518,0.41831,132.92213,70.14378,144.79634,222.66683,223.29601,223.93098,1153.54643,1208.36737,1286.42745,12.05421,16.31777,44.7509,0.42823,0.74223,0.97101,108.53957,128.86607,143.71558,105.33341
619,139.84641,40.28082790309885,63.36133193863078,0.20667,0.17341,0.16657,18.08029,18.56813,17.54446,609.27363,89.41961,0.78578,238.85661,45.35625,93.09083,10.71896,608.58917,92.59176,0.35509,233.8761,59.19571,113.57541,134.35015,135.54287,136.72806,593.36469,614.67723,641.97652,10.12404,13.26853,50.26093,0.23694,0.65547,0.98911,83.73097,92.77562,103.69013,80.55178
620,115.81621,235.89683277340677,-53.24249050772713,0.47841,0.47029,0.61937,14.21096,14.27968,13.4922,557.10749,36.38295,0.89455,82.43667,271.05564,33.95115,6.80777,552.10159,61.78715,0.71543,178.40039,172.83902,30.52957,115.55419,115.73021,115.91576,538.80379,550.69577,561.34107,6.62479,12.31726,94.65268,0.45498,0.97358,0.9996,55.88065,74.7441,87.02187,81.36718
621,92.40301,46.888183517364354,1.457715548973656,0.36722,0.35435,0.48214,14.86395,14.99077,14.17293,523.58189,144.70459,0.73305,310.80404,95.05635,17.50626,12.10014,525.45205,134.76458,0.72326,326.96848,106.37572,25.95614,92.36982,92.52291,92.67256,520.72706,525.08178,529.17641,11.66714,14.62367,38.88423,0.69157,0.8711,0.98744,109.81864,128.99616,140.59712,276.72836
622,20.76374,52.72526764137365,25.326644594553464,0.16796,0.15848,0.2547,13.9171,14.05725,13.23234,898.48696,143.32822,0.27903,68.3098,211.63556,79.66815,5.98983,896.97192,141.59485,0.21388,244.80176,29.92169,78.63558,20.76204,20.76749,20.77285,894.74174,897.02524,899.31031,5.914,5.99073,6.06731,0.19523,0.21317,0.23132,140.15239,141.57941,143.07184,18696.13293
623,80.09768,146.10390139408602,-25.318923607216608,0.41393,0.40276,0.56402,13.88182,13.97337,13.17405,705.91244,71.54437,0.23576,106.02189,196.43031,22.06734,9.42278,697.98111,75.04016,0.13227,324.4438,18.82383,88.79019,80.02921,80.10681,80.1824,689.42397,697.53627,705.85753,8.98816,9.46941,9.97752,0.06767,0.1495,0.23949,71.7913,75.13965,78.34,452.78737
624,96.39402,68.60481564053094,-40.91763955630063,0.53609,0.5313,0.61337,13.81263,13.8527,13.07991,765.96921,85.72469,0.35653,212.80867,207.92314,21.58646,4.47931,759.08311,85.99659,0.45845,50.20438,27.20892,45.59045,96.26911,96.36408,96.45649,737.96,753.75184,771.59295,4.11921,5.15749,10.85376,0.26782,0.6082,0.96298,80.91163,86.63252,91.89293,74.86195
625,188.72948,164.1212177031462,-46.34541468858044,0.29742,0.28687,0.41244,17.04206,17.14688,16.34063,1129.92123,164.6422,0.49766,82.74784,152.40613,164.5875,12.91767,1120.1872,141.92701,0.62736,48.18773,22.4398,433.63593,185.22555,186.34541,187.4391,1073.88688,1110.37349,1152.80974,13.0059,31.71638,133.84412,0.58372,0.95108,0.99639,96.65924,112.99095,136.31825,69.59067
626,76.46225,258.8482007587354,52.95084225049298,0.1471,0.13681,0.1756,17.29669,17.60868,16.68894,452.15545,132.92581,0.52833,258.15899,278.8301,9.2658,11.66787,442.51626,118.62671,0.17208,42.30216,102.63385,399.93731,76.50648,76.72782,76.94489,436.73958,441.68204,446.8134,10.85165,11.92858,13.0425,0.0643,0.18731,0.3447,111.57407,117.47592,124.29794,167.08684
627,119.62783,106.99304852305818,11.207498617405639,0.52713,0.52044,0.64802,13.93739,13.99611,13.21377,1541.84398,153.12627,0.26157,179.49999,174.87805,164.85952,9.20629,1482.62508,148.00535,0.32447,342.01902,16.45433,21.4946,119.38321,119.58098,119.78321,1452.9397,1497.24879,1558.63909,8.65276,9.21496,9.85733,0.22902,0.33648,0.45536,138.6633,146.3621,155.25448,584.97526
628,110.11605,113.68334868990735,72.35742895527484,0.39445,0.37703,0.532,14.52563,14.6602,13.83826,278.92098,129.34479,0.34723,44.38468,129.6323,23.26211,12.66791,278.1353,127.28576,0.4243,71.52245,148.31324,29.32968,109.84241,109.96533,110.08842,276.64978,278.15916,279.56598,11.68854,13.04695,15.54822,0.27732,0.44837,0.658,118.7245,125.25395,132.24601,231.94419
629,105.66931,104.69067175014408,-41.57247024538027,0.38526,0.37867,0.53028,14.58185,14.63233,13.85422,538.5793,119.5383,0.34853,269.7231,141.05277,37.01362,5.56251,542.98314,114.50819,0.64656,298.38868,131.73735,74.16159,105.63641,105.73957,105.8377,534.59645,544.90888,555.71653,5.03857,9.41009,44.53829,0.4994,0.91081,0.99632,93.93351,104.19943,117.25715,58.51013
630,132.81495,108.03093611932488,39.390656339692306,0.39263,0.3802,0.53091,15.19419,15.31169,14.49877,1155.80956,59.39021,0.32971,171.76264,189.74502,103.20506,12.62427,1152.65351,61.8884,0.12257,288.74057,16.04249,1047.78162,132.35615,132.71425,133.08065,1127.15085,1154.19407,1184.78944,11.95598,12.80113,13.74584,0.05573,0.15054,0.26722,57.26249,62.78295,67.73658,371.4654
631,50.26914,17.96888992517388,71.32658769962711,0.12635,0.12362,0.16948,16.77453,16.85705,16.06243,774.75797,50.77543,0.39247,272.2713,157.07375,43.29886,3.42324,770.67616,64.60801,0.39047,281.05596,155.72102,72.57969,50.10937,50.176,50.24037,759.08961,771.04673,784.91332,3.05657,3.4453,4.02614,0.20943,0.38526,0.60267,58.62595,65.02534,70.83297,147.70453
632,277.95727,117.34729832025096,-28.54214741527432,0.17907,0.14156,0.35052,16.20951,16.61504,15.64087,1285.80061,154.43259,0.19933,129.10389,308.52144,37.22447,10.7063,1299.60482,159.3695,0.11765,83.94784,105.75883,573.08754,276.42325,278.10231,279.82556,1263.87153,1323.37232,1419.92504,10.63307,11.91109,13.68942,0.04745,0.18048,0.46686,127.82127,139.74707,151.19583,120.30715
633,58.64897,149.18142402988838,59.2293867130016,0.15173,0.1429,0.21722,15.80284,16.02726,15.15669,769.72703,140.27016,0.7861,99.61166,147.52973,30.45092,10.92501,773.01574,131.21095,0.8455,98.12504,146.52647,34.60954,58.65352,58.7324,58.8101,771.2126,774.41826,779.10057,8.24934,10.0949,14.77663,0.72845,0.81974,0.91527,121.11375,133.64118,143.37399,847.49237
634,49.17396,284.0358644874061,58.33490208373737,0.25701,0.24876,0.36227,13.90615,13.97281,13.18639,454.62664,130.32735,0.13798,314.51982,261.03872,10.42367,3.0398,454.05626,142.54049,0.26901,200.03814,79.56346,93.3001,49.19876,49.21857,49.23805,449.2241,453.50141,457.69326,2.80286,3.07659,3.38225,0.07523,0.21977,0.40642,131.85389,139.75002,149.77936,216.91354
635,86.42303,150.53437485358768,-50.292600426397996,0.36231,0.34699,0.43076,14.61615,14.76159,13.93386,701.84008,162.28802,0.08646,83.56441,264.61107,96.17355,11.99371,699.62551,161.46912,0.08551,281.54082,179.87627,644.01116,86.32921,86.3985,86.46874,696.35399,699.51225,702.66342,11.76648,12.15101,12.55272,0.03538,0.08047,0.12617,152.7469,158.19305,164.40991,1666.63045
636,94.20361,12.790584910253664,-54.61573403466246,0.43694,0.42365,0.57788,14.16524,14.27106,13.46428,80.99663,151.34932,0.20312,115.56877,117.09765,3.48524,12.72945,80.28578,153.64832,0.62497,304.93325,86.17004,53.3073,94.03578,94.11715,94.19953,79.90362,80.22608,80.50563,12.16808,18.59664,69.9893,0.33849,0.83001,0.98896,101.83051,122.62545,140.42566,52.83734
637,29.25906,299.58026189046035,-30.19636663377333,0.11561,0.11506,0.12396,16.22294,16.2402,15.47896,1873.66133,126.05218,0.41074,241.65664,314.5434,140.75324,0.67214,1489.53772,117.61712,0.42222,269.49558,128.59579,956.71689,29.20264,29.22488,29.24853,1466.61803,1587.36599,2145.72238,0.54195,0.67415,1.37454,0.10749,0.42488,0.88999,105.044,117.42772,131.35591,79.21289
638,48.00382,92.21142854581,61.582958676818144,0.65936,0.65376,0.7717,10.57566,10.63338,9.85156,440.09838,118.52835,0.23844,138.69003,115.66658,21.36326,10.27099,440.75104,111.41011,0.32209,125.58762,115.93047,12.34526,48.08464,48.1169,48.14815,438.06758,440.62334,443.14204,9.93838,10.32946,10.72571,0.21094,0.30123,0.38597,108.36529,111.29308,114.27701,857.61808
639,237.74628,101.77250717526621,-31.764322274609334,0.84542,0.8343,0.88612,12.91904,13.00867,12.21036,1332.93152,99.10709,0.8981,65.22235,290.5449,3.71423,10.15489,1325.07945,109.86088,0.36085,31.23441,104.54279,609.65545,237.66255,238.17938,238.66224,1287.73694,1335.18789,1408.73206,9.336,10.37379,11.83966,0.06902,0.24658,0.59515,103.42877,109.3671,115.99617,149.62508
640,124.22498,34.1493414128124,-4.129590929839258,0.34359,0.32519,0.46682,15.2006,15.32833,14.51001,1449.66119,41.87762,0.73697,318.67681,23.2678,33.87156,8.13209,1468.73205,39.4894,0.59565,321.74793,6.4704,1449.95715,124.24884,124.52845,124.80743,1411.22614,1517.89867,1706.0677,8.02152,9.01393,11.50598,0.53017,0.67113,0.83552,37.58577,48.99915,60.20284,392.65041
641,63.59811,166.0154709644953,4.99819847308108,0.37906,0.3625,0.50531,13.48449,13.59941,12.78786,1869.95294,29.77134,0.54528,22.49063,15.00891,260.3251,9.76813,2017.31643,31.56732,0.45673,354.38241,38.2828,239.59402,63.60731,63.66026,63.712,1949.30355,2071.41687,2245.6971,9.6305,9.85323,10.10893,0.42066,0.47375,0.52913,28.19095,32.8634,36.89763,3861.09107
642,151.06527,207.76526265635093,-37.79276997560675,0.60469,0.5974,0.71094,13.6878,13.75904,12.97026,742.54246,16.68589,0.42311,102.45996,235.43149,19.41533,12.69764,726.21291,23.93771,0.43053,180.27988,141.76855,722.06518,150.66552,151.02482,151.39314,714.51465,724.73749,735.333,12.51796,13.61468,15.20655,0.28535,0.41959,0.58886,26.87874,37.0173,46.14675,349.19598
643,78.82785,143.58007313459223,6.51298103620306,0.23394,0.22443,0.33758,15.62339,15.7344,14.9249,1059.36272,83.20072,0.50478,30.43297,201.90195,71.05238,6.56341,1067.38086,82.19995,0.55478,209.23929,16.58283,70.15705,78.92183,79.0688,79.2128,1052.74569,1075.10517,1096.87152,6.79474,11.30942,33.07951,0.59786,0.956,0.99654,69.68745,80.87608,88.56641,208.4084
644,63.35692,296.8075877461451,-10.804274147008735,0.2401,0.22897,0.34925,14.90603,15.03573,14.21637,883.02342,30.12476,0.65059,87.60692,18.48452,10.10134,7.44531,885.80253,30.87406,0.5582,88.15635,15.18995,0.14011,63.26715,63.33475,63.40284,879.63722,885.38481,891.14694,7.1977,7.64379,8.14188,0.50436,0.5688,0.63436,25.17363,33.29809,39.78417,706.14529
645,109.24711,171.06989166614184,62.512931969613994,0.4286,0.41666,0.57708,14.51652,14.6126,13.81092,695.44475,34.67045,0.65741,105.38998,28.05301,92.83186,9.87911,709.91502,38.30168,0.48386,134.98933,4.72182,108.75286,109.08796,109.21005,109.33059,702.58401,709.3896,716.46992,9.3098,10.08042,10.95295,0.40886,0.50069,0.59586,31.85754,39.67981,46.02056,443.14589
646,105.06007,272.18258980958603,-69.87635286341616,0.38621,0.378,0.51542,14.82376,14.88769,14.10268,894.3248,67.79444,0.49645,201.70306,122.82836,14.55836,5.64013,905.61101,63.25562,0.43646,216.29218,113.99651,40.32238,104.70291,104.83572,104.96439,893.53904,909.04114,925.17278,5.34227,5.81788,6.41721,0.33909,0.46681,0.60715,56.69895,64.19383,70.67509,244.41456
647,42.82415,52.92715641879595,-52.70100206861988,0.16053,0.14651,0.24148,15.53574,15.79615,14.90558,1094.92842,87.50481,0.73476,188.07114,78.20029,124.66854,11.24754,1097.0554,88.45983,0.57728,189.32634,77.58694,129.81518,42.80552,42.83212,42.85836,1092.2119,1097.22569,1102.40924,11.07962,11.25358,11.42933,0.55133,0.57779,0.60426,87.46905,88.49275,89.49737,6135.61991
648,84.16629,177.60319922851585,80.1548835482912,0.13864,0.13156,0.19941,16.65868,16.86202,16.00302,689.79922,136.52278,0.69602,27.83819,78.64795,55.4999,8.62066,686.08613,122.02167,0.61394,45.06834,74.56569,96.71196,83.99903,84.19957,84.41128,678.94783,687.98404,697.30193,7.61251,9.28798,15.90474,0.45368,0.69726,0.93766,112.94227,120.23872,127.8726,165.60275
649,64.37,355.25298203426405,6.190157938979256,0.28224,0.25088,0.40444,14.13582,14.38483,13.50063,126.83854,42.06992,0.11728,108.38449,3.47219,9.92227,12.73198,127.29375,47.98558,0.38276,145.89861,173.10298,81.94795,64.34205,64.43913,64.53811,126.78783,127.20934,127.56348,11.80677,13.2164,15.13267,0.11926,0.35615,0.62695,39.82311,50.38664,60.01082,128.88259
650,50.09179,8.269619329578726,-18.561263865622116,0.28862,0.27349,0.40864,13.97174,14.11996,13.29075,1952.95547,49.42226,0.45694,143.904,295.24973,88.75501,11.80355,1696.11119,56.33597,0.26786,319.40718,102.15535,1.92472,50.01216,50.0439,50.07506,1656.57833,1688.67977,1725.32009,11.51553,11.73035,11.95397,0.2288,0.25902,0.28894,54.80612,56.03086,57.20433,7412.24098
651,99.50996,61.33510771764425,5.351887561413381,0.40898,0.39487,0.53741,14.42491,14.53776,13.7273,712.94552,15.24814,0.43762,356.94661,131.24429,90.56922,12.9655,714.1306,35.17617,0.54183,101.14092,24.10628,89.39679,99.29153,99.46605,99.63092,709.37076,713.93186,718.32274,11.52738,13.02917,15.33162,0.40782,0.53866,0.67865,28.98971,37.51845,44.95354,397.60706
652,56.44406,210.5144692007967,-12.426728987790082,0.22023,0.20348,0.31077,14.61315,14.79405,13.94726,703.49965,132.55182,0.09195,145.7234,19.77874,82.3746,8.18882,708.79976,133.75423,0.17958,127.95655,13.58997,60.45782,56.39918,56.46107,56.52682,705.07577,708.53831,712.05257,7.96896,8.20881,8.44923,0.05851,0.14645,0.23407,130.61111,133.82264,137.25889,1665.81809
653,23.87928,273.5509464087557,-1.0702224199911294,0.56208,0.55741,0.69225,9.9197,9.96428,9.18919,931.64547,20.7543,0.14778,46.74296,78.25693,51.12505,8.55606,925.32175,20.99277,0.12534,73.21008,63.53966,81.615,23.89304,23.90221,23.91122,922.2311,925.43634,928.63639,8.42358,8.58111,8.74187,0.10379,0.12558,0.14723,17.25109,21.70513,25.44546,6757.42494
654,117.57882,302.55167858886614,-2.8029780556691413,0.3344,0.31967,0.4637,15.51266,15.64206,14.82286,1428.50033,148.77467,0.64751,221.4908,272.52149,0.18459,10.3859,1292.24567,151.78216,0.52418,43.26909,94.01744,1275.34695,116.88592,117.22387,117.56024,1263.07932,1343.33665,1487.40915,10.20207,12.9882,25.82368,0.51357,0.7506,0.94399,114.65075,135.96031,149.64433,227.24698
655,93.44506,46.39614688656414,-42.45360534219817,0.76514,0.75954,0.85058,11.24834,11.2934,10.51806,438.16355,107.38721,0.13099,48.64104,324.9767,48.90669,9.45572,440.69951,111.70184,0.39938,263.77167,148.44115,95.49129,93.32759,93.40711,93.48307,433.59095,438.80954,443.78892,8.06286,9.72002,14.23474,0.17409,0.42917,0.7797,104.78381,110.40573,116.99377,89.495
656,230.52898,316.0223849922812,47.30616665604004,0.41913,0.40876,0.57087,16.15264,16.23739,15.44162,1298.19883,148.76721,0.09456,89.84694,199.30324,61.18787,12.34339,1302.73936,124.55185,0.34038,149.36097,145.80717,468.36374,228.54997,229.48015,230.42374,1267.84238,1328.18474,1444.58125,10.89575,13.0584,17.21411,0.13281,0.38729,0.83302,113.97705,123.6421,135.66975,77.68057
657,87.43275,138.74440504706342,-50.98771289710218,0.13816,0.13165,0.20681,17.45313,17.63859,16.78933,765.13105,60.33766,0.33517,216.98291,313.7149,49.96082,7.08414,753.28629,48.31401,0.31698,336.0614,135.524,689.53788,87.10663,87.56486,88.00765,739.61451,755.03996,772.30786,6.56644,7.68732,10.20014,0.09933,0.33241,0.78039,41.97086,53.47044,63.87697,90.45217
658,46.03819,73.92637424724396,-14.272464755770823,0.12471,0.11343,0.1798,16.35396,16.69526,15.75868,497.22889,77.70457,0.0691,170.01598,28.29664,79.08745,11.37814,500.07758,78.24521,0.08892,134.96438,27.87618,33.63143,46.03603,46.09249,46.15017,498.06864,500.73529,503.50331,11.01663,11.41492,11.81332,0.03123,0.08357,0.14759,76.41046,78.44467,80.45757,983.45282
659,182.44281,219.41547512737122,17.718770197131516,0.43676,0.42732,0.57501,15.2871,15.36525,14.5729,802.16538,38.94743,0.60591,151.45545,187.53157,111.48135,11.30141,798.14149,45.51192,0.81248,321.00042,12.04641,93.21503,181.41636,182.01298,182.62224,774.37337,797.66843,818.41392,10.86917,30.54169,177.97094,0.7041,0.98256,0.9993,49.40297,71.87349,86.21918,87.05743
660,48.2284,35.78631669471003,-6.650741161908376,0.13153,0.12409,0.63869,11.7643,11.89763,11.07634,474.59584,58.06886,0.13928,187.95214,48.97838,48.78285,7.85969,476.49908,52.07147,0.1794,188.60883,53.00723,52.1265,48.17878,48.20744,48.23717,472.64007,476.46514,480.16405,7.3835,7.86034,8.34689,0.07178,0.16156,0.25699,48.30723,52.52772,56.33398,492.1921
661,168.65238,326.69567758515046,-6.468270466759723,0.42473,0.41133,0.55919,15.33535,15.44574,14.63656,620.72268,54.22878,0.38862,255.00395,20.24388,31.13957,10.56746,631.97789,35.58554,0.63617,210.85174,99.76253,105.58356,167.65731,168.40127,169.07437,614.79743,637.3467,688.49122,16.56119,73.78545,368.33558,0.85368,0.99292,0.99958,57.11866,80.38979,87.47016,52.72477
